,Link,Num of Applicants,Opening Date,Closing Date,Company Name,Writeup,Location,Job Title,Employment Type,Seniority,Job Category,Salary,Salary Frequency,Responsibilities,Requirements
215,,['2 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['DBS BANK LTD.'],"['DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0', 'DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0']","['MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982']","['Senior Associate, Manager - Group Technology Risk Assurance, Technology Services, T&O (WD04001)']",['Full Time'],['Senior Management'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']",[]
216,,['1 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['DBS BANK LTD.'],"['DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0', 'DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0']","['MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982']","['AVP, O365 and Mobility Engineer, Technology Services, Technology and Operations (WD03965)']",['Full Time'],['Senior Management'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ']"
217,,['3 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['A*STAR RESEARCH ENTITIES'],[],[],"['Research Engineer (CS), IHPC']","['Contract, Full Time']",['Non-executive'],['Sciences / Laboratory / R&D'],[],['Monthly'],[],[]
218,,['78 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['GOOGLE ASIA PACIFIC PTE. LTD.'],"['GOOGLE ASIA PACIFIC PTE. LTD.', 'GOOGLE ASIA PACIFIC PTE. LTD.']","['MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981']",['Business Intern 2019 - Singapore'],['Internship'],['Fresh/entry level'],['General Management'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
219,,['0 application'],['Posted 03 May 2019'],['Closing on 31 Jul 2019'],['GOVERNMENT TECHNOLOGY AGENCY'],"['\n\tThe Government Technology Agency (GovTech) aims to transform the delivery of Government digital services by taking an ""outside-in"" view, putting citizens and businesses at the heart of everything we do. We also develop the Smart Nation infrastructure and applications, and facilitate collaboration with citizens and businesses to co-develop technologies.', '\n\tThe Government Technology Agency (GovTech) aims to transform the delivery of Government digital services by taking an ""outside-in"" view, putting citizens and businesses at the heart of everything we do. We also develop the Smart Nation infrastructure and applications, and facilitate collaboration with citizens and businesses to co-develop technologies.']","['MAPLETREE BUSINESS CITY, 10 PASIR PANJANG ROAD 117438']",['Design Consultant – Usability and Visual'],['Contract'],['Middle Management'],"['Information Technology, Public / Civil Service']",[],['Monthly'],"[' ', ' ', ' ', ' ', ' ', ' ']",[]
220,,['1 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['DBS BANK LTD.'],"['DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0', 'DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0']","['MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982']","['AVP, Desktop Infrastructure Manager, Technology Services, Technology and Operations (WD03229)']",['Full Time'],['Senior Management'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ']"
221,,['11 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['DBS BANK LTD.'],"['DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0', 'DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0']","['MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982']","['VP, Desktop Infrastructure Manager, Technology Services, Technology and Operations (WD03229)']",['Full Time'],['Senior Management'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ']"
222,,['7 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['DAIMLER SOUTH EAST ASIA PTE. LTD.'],"['   The company’s founders, Gottlieb Daimler and Carl Benz, made history with the invention of the automobile in the year 1886. As a pioneer of automotive engineering, we continue to shape the future of mobility today: Our\xa0focus is on innovative and green technologies as well as on safe and superior automobiles that appeal to and fascinate our customers.', '   Daimler sells its vehicles and services in nearly all the countries of the world and has production facilities on five continents. Its current brand portfolio includes, in addition to the world’s most valuable premium automotive brand, Mercedes-Benz, the brands smart,\xa0Freightliner, Western Star, BharatBenz, Fuso, Setra and Thomas Built Buses. The company is listed on the stock exchanges of Frankfurt and Stuttgart (stock exchange symbol DAI). In 2013, the Group sold 2.3 million vehicles and employed a workforce of 275,000 people; revenue totaled €118 billion and EBIT amounted to €10.8 billion.', '   The company’s founders, Gottlieb Daimler and Carl Benz, made history with the invention of the automobile in the year 1886. As a pioneer of automotive engineering, we continue to shape the future of mobility today: Our\xa0focus is on innovative and green technologies as well as on safe and superior automobiles that appeal to and fascinate our customers.', '   Daimler sells its vehicles and services in nearly all the countries of the world and has production facilities on five continents. Its current brand portfolio includes, in addition to the world’s most valuable premium automotive brand, Mercedes-Benz, the brands smart,\xa0Freightliner, Western Star, BharatBenz, Fuso, Setra and Thomas Built Buses. The company is listed on the stock exchanges of Frankfurt and Stuttgart (stock exchange symbol DAI). In 2013, the Group sold 2.3 million vehicles and employed a workforce of 275,000 people; revenue totaled €118 billion and EBIT amounted to €10.8 billion.']","['WESTGATE TOWER, 1 GATEWAY DRIVE 608531']",['legal counsel'],['Full Time'],['Professional'],['Legal'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
223,,['8 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['ANSAC TECHNOLOGY (S) PTE LTD'],"['\n\tANSAC TECHNOLOGY (S) PTE LTD', '\n\tAn instrumentation sales and service company established in April 2000 dedicated towards servicing customers engages in various industries ranging from Semiconductor, Data Storage, Pharmaceutical, Marine, Oil & Gas, Food & Beverage, Waste and Water Industry.', '\n\tWe pride ourselves to be the OEM authorized distributor for many reputable product brands from Australia, Canada, France, Germany, Italy and United States of America.', '\n\tToday, Ansac is proud to be certified with ISO 9001:2008, OHSAS 18001:2007 and BizSAFE Star.', '\n\tANSAC TECHNOLOGY (S) PTE LTD', '\n\tAn instrumentation sales and service company established in April 2000 dedicated towards servicing customers engages in various industries ranging from Semiconductor, Data Storage, Pharmaceutical, Marine, Oil & Gas, Food & Beverage, Waste and Water Industry.', '\n\tWe pride ourselves to be the OEM authorized distributor for many reputable product brands from Australia, Canada, France, Germany, Italy and United States of America.', '\n\tToday, Ansac is proud to be certified with ISO 9001:2008, OHSAS 18001:2007 and BizSAFE Star.']",['35 MARSILING IND ESTATE ROAD 3 739257'],['Customer Service Coordinator'],['Full Time'],['Non-executive'],"['Admin / Secretarial, Customer Service, General Work, Sales / Retail ']",[],['Monthly'],[],"['  ', '  ']"
224,,['2 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['OAKTREE CONSULTING'],"['OAKTREE CONSULTING', 'is committed to providing quality and prompt services in the following areas', 'Oaktree’s services cover every industry in the job market and we have a team of dedicated and industry-focused consultants in each of our three divisions.', 'We believe in ensuring every stage of our service process is professionally conducted and reviewing every resume submitted to ensure the candidate meet the right skills, qualifications and personality to perform to our client’s expectations.', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', 'OAKTREE CONSULTING', 'is committed to providing quality and prompt services in the following areas', 'Oaktree’s services cover every industry in the job market and we have a team of dedicated and industry-focused consultants in each of our three divisions.', 'We believe in ensuring every stage of our service process is professionally conducted and reviewing every resume submitted to ensure the candidate meet the right skills, qualifications and personality to perform to our client’s expectations.', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']","['PENINSULA PLAZA, 111 NORTH BRIDGE ROAD 179098']",['Sales Engineer (Water / HVAC industries) /  North'],['Permanent'],['Executive'],"['Consulting , Engineering, Manufacturing, Sales / Retail ']",[],['Monthly'],['  '],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
225,,['8 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['WATT WAH PETROLEUM HAULAGE PTE LTD'],"['WATT WAH PETROLEUM HAULAGE PTE LTD', 'WATT WAH PETROLEUM HAULAGE PTE LTD']",[],['Scheduler'],['Permanent'],['Executive'],['Logistics / Supply Chain'],[],['Monthly'],['  '],['  ']
226,,['5 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['IBM SINGAPORE PTE LTD'],"[""At IBM, we strive to lead in the creation, development and manufacture of the industry's most advanced information technologies, including computer systems, software, networking systems, storage devices and microelectronics."", 'We translate these advanced technologies into value for our customers through our professional solutions and services businesses worldwide', 'IBM was incorporated in 1911 (in New York) as the Computer- Tabulating- Recording Company, with a product line that included clocks, scales and punch card tabulators. In 1914, the company changed its name to International Business Machines (IBM), reflecting its growing operations in Europe, South America, Australia and Asia.', ""Today, IBM is the world's leading information technology company, offering a range of integrated solutions, products and services unmatched by any other IT company."", 'Facebook - https://www.facebook.com/IBMaseanjobs', ""At IBM, we strive to lead in the creation, development and manufacture of the industry's most advanced information technologies, including computer systems, software, networking systems, storage devices and microelectronics."", 'We translate these advanced technologies into value for our customers through our professional solutions and services businesses worldwide', 'IBM was incorporated in 1911 (in New York) as the Computer- Tabulating- Recording Company, with a product line that included clocks, scales and punch card tabulators. In 1914, the company changed its name to International Business Machines (IBM), reflecting its growing operations in Europe, South America, Australia and Asia.', ""Today, IBM is the world's leading information technology company, offering a range of integrated solutions, products and services unmatched by any other IT company."", 'Facebook - https://www.facebook.com/IBMaseanjobs']","['IBM PLACE, 9 CHANGI BUSINESS PARK CENTRAL 1 486048']","['Technical Solutions Manager, Hybrid Cloud']",['Full Time'],['Professional'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ']"
227,,['0 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['IBIZ CONSULTING PTE. LTD.'],"['IBIZ\xa0Consulting Pte Ltd (IBIZCS) is a subsidiary of R-Systems International Ltd, an MNC with more than 2,500 employees worldwide. Headquartered in Singapore,\xa0IBIZCS specializes in the consulting and\xa0implementation of\xa0enterprise software solutions.', 'IBIZ has vertical specialization and domain expertise in manufacturing, marine & offshore, engineering services, wholesale distribution and retail. Our services and offerings span across enterprise resource application (ERP), customer relationship management (CRM), business intelligence (BI), business consulting, knowledge management, enterprise mobility and portal services.', 'IBIZ has a team of experienced consultants who are certified to provide consulting services and application development. Our Mobility Dynamics suite of applications is the best example for the team’s thirst for innovation that seeks to enhance productivity and business growth.', 'IBIZ has a wide geographic spread with local offices across the Asia Pacific region (Singapore, Malaysia, India, Indonesia, China, Thailand and Hong Kong). We also work with local partners across the globe.', 'IBIZ\xa0Consulting Pte Ltd (IBIZCS) is a subsidiary of R-Systems International Ltd, an MNC with more than 2,500 employees worldwide. Headquartered in Singapore,\xa0IBIZCS specializes in the consulting and\xa0implementation of\xa0enterprise software solutions.', 'IBIZ has vertical specialization and domain expertise in manufacturing, marine & offshore, engineering services, wholesale distribution and retail. Our services and offerings span across enterprise resource application (ERP), customer relationship management (CRM), business intelligence (BI), business consulting, knowledge management, enterprise mobility and portal services.', 'IBIZ has a team of experienced consultants who are certified to provide consulting services and application development. Our Mobility Dynamics suite of applications is the best example for the team’s thirst for innovation that seeks to enhance productivity and business growth.', 'IBIZ has a wide geographic spread with local offices across the Asia Pacific region (Singapore, Malaysia, India, Indonesia, China, Thailand and Hong Kong). We also work with local partners across the globe.']","['PANASONIC BUILDING, 2 JALAN KILANG BARAT 159346']",['Technical Consultant'],['Full Time'],['Executive'],['Information Technology'],[],['Monthly'],[],[]
228,,['6 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['IBIZ CONSULTING PTE. LTD.'],"['IBIZ\xa0Consulting Pte Ltd (IBIZCS) is a subsidiary of R-Systems International Ltd, an MNC with more than 2,500 employees worldwide. Headquartered in Singapore,\xa0IBIZCS specializes in the consulting and\xa0implementation of\xa0enterprise software solutions.', 'IBIZ has vertical specialization and domain expertise in manufacturing, marine & offshore, engineering services, wholesale distribution and retail. Our services and offerings span across enterprise resource application (ERP), customer relationship management (CRM), business intelligence (BI), business consulting, knowledge management, enterprise mobility and portal services.', 'IBIZ has a team of experienced consultants who are certified to provide consulting services and application development. Our Mobility Dynamics suite of applications is the best example for the team’s thirst for innovation that seeks to enhance productivity and business growth.', 'IBIZ has a wide geographic spread with local offices across the Asia Pacific region (Singapore, Malaysia, India, Indonesia, China, Thailand and Hong Kong). We also work with local partners across the globe.', 'IBIZ\xa0Consulting Pte Ltd (IBIZCS) is a subsidiary of R-Systems International Ltd, an MNC with more than 2,500 employees worldwide. Headquartered in Singapore,\xa0IBIZCS specializes in the consulting and\xa0implementation of\xa0enterprise software solutions.', 'IBIZ has vertical specialization and domain expertise in manufacturing, marine & offshore, engineering services, wholesale distribution and retail. Our services and offerings span across enterprise resource application (ERP), customer relationship management (CRM), business intelligence (BI), business consulting, knowledge management, enterprise mobility and portal services.', 'IBIZ has a team of experienced consultants who are certified to provide consulting services and application development. Our Mobility Dynamics suite of applications is the best example for the team’s thirst for innovation that seeks to enhance productivity and business growth.', 'IBIZ has a wide geographic spread with local offices across the Asia Pacific region (Singapore, Malaysia, India, Indonesia, China, Thailand and Hong Kong). We also work with local partners across the globe.']","['PANASONIC BUILDING, 2 JALAN KILANG BARAT 159346']",['Functional Consultant'],['Full Time'],['Executive'],['Information Technology'],[],['Monthly'],[],[]
229,,['5 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['GLOBALFOUNDRIES SINGAPORE PTE. LTD.'],"['   \xa0', '   \xa0']",['60 WOODLANDS IND PARK D STREET 2 738406'],['Engineer Industrial Engineering'],['Full Time'],['Professional'],['Engineering'],[],['Monthly'],[],[]
230,,['29 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['SPLASH INTERACTIVE PTE. LTD.'],"['\n\tSPLASH INTERACTIVE PTE. LTD.', '\n\tSPLASH INTERACTIVE PTE. LTD.']","['PIXEL RED, 51 TAI SENG AVENUE 533941']",['HR & Admin Executive'],['Full Time'],['Executive'],['Human Resources '],[],['Monthly'],[],['  ']
231,,['2 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['MINISTRY OF FOOTBALL PRIVATE LIMITED'],"['\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n']","['KITCHENER COMPLEX, 808 FRENCH ROAD 200808']","['Marketing Affiliate Channel E-commerce Exec wanted Qoo10, Lazada\xa0etc']","['Permanent, Full Time']","['Fresh/entry level, Junior Executive']",['Marketing / Public Relations '],[],[],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
232,,['3 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['MINISTRY OF FOOTBALL PRIVATE LIMITED'],"['\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n']","['KITCHENER COMPLEX, 808 FRENCH ROAD 200808']","['Marketing Affiliate Channel E-commerce Exec wanted (Qoo10, Lazada, etc etc)']","['Permanent, Full Time']",['Fresh/entry level'],['Marketing / Public Relations '],[],[],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['~ Aid communication and engagement ', ' ~ Aid effective work teams ', ' ~ Aid marketing campaigns ', ' ~ Do market research ', ' ~ Enact process improvement change ', ' ~ Ensure sustainable business operations through adoption of environmental practices ', ' ~ Form relationships for guest confidence ', ' ~ Gain industry knowledge ', ' ~ Maintain personal image and emotional competence to manage self and team ', ' ~ Manage online information ', ' ~ Monitor social media ', ' ~ Oversee guest experiences ', ' ~ Prepare sales and marketing tools ', ' ~ Produce, receive and act on public relations communications ', ' ~ Record project processes and outcomes ', ' ~ Resolve guest concerns ', ' ~ Use basic negotiation skills ', ' ~ Use principles of revenue management ', ' ~ Write reports ']"
233,,['1 application'],['Posted 03 May 2019'],['Closing on 24 May 2019'],['TDK SINGAPORE (PRIVATE) LIMITED'],"['TDK SINGAPORE (PRIVATE) LIMITED', ""TDK Corporation is a leading electronics company based in Tokyo, Japan. It was established in 1935 to commercialize ferrite, a key material in electronic and magnetic products. TDK's portfolio includes electronic components, modules and systems marketed under the product brands TDK and EPCOS, power supplies, magnetic application products as well as energy dvices, flash memory application devices, and others. TDK focuses on demanding markets in the areas of information and communication technology and consumer, automotive and industrial electronics. The company has a network of design and manufacturing locations and sales offices in Asia, Europe, and in North and South America."", ""TDK Singapore (Pte) Ltd (hereinafter called TSP), a group company of TDK Corporation, was founded in Singapore in 1977 with the purpose of selling and marketing electronic components and other products. TSP's role has expanded along with the economic development of the Association of Southeast Asian Nation (ASEAN) and today it functions as an important regional sales office covering Malaysia, Philippines, Singapore and Thailand. TSP will continue its efforts to respond to the diversifying customer needs in ASEAN nad grow together with the region."", '\xa0', '\xa0', 'TDK SINGAPORE (PRIVATE) LIMITED', ""TDK Corporation is a leading electronics company based in Tokyo, Japan. It was established in 1935 to commercialize ferrite, a key material in electronic and magnetic products. TDK's portfolio includes electronic components, modules and systems marketed under the product brands TDK and EPCOS, power supplies, magnetic application products as well as energy dvices, flash memory application devices, and others. TDK focuses on demanding markets in the areas of information and communication technology and consumer, automotive and industrial electronics. The company has a network of design and manufacturing locations and sales offices in Asia, Europe, and in North and South America."", ""TDK Singapore (Pte) Ltd (hereinafter called TSP), a group company of TDK Corporation, was founded in Singapore in 1977 with the purpose of selling and marketing electronic components and other products. TSP's role has expanded along with the economic development of the Association of Southeast Asian Nation (ASEAN) and today it functions as an important regional sales office covering Malaysia, Philippines, Singapore and Thailand. TSP will continue its efforts to respond to the diversifying customer needs in ASEAN nad grow together with the region."", '\xa0', '\xa0']",[],['Sales Executive'],['Full Time'],['Executive'],['Sales / Retail '],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ']"
234,,['7 applications'],['Posted 03 May 2019'],['Closing on 01 Jun 2019'],['KIN XIN ENGINEERING PTE LTD'],"['\n\tKIN XIN ENGINEERING PTE LTD', '\n\tKIN XIN ENGINEERING PTE LTD']",['21 UBI ROAD 1 408724'],['Account Assistant'],['Full Time'],"['Non-executive, Junior Executive']",['Building and Construction'],[],[],['  '],[]
235,,['18 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['PEOPLESEARCH PTE. LTD.'],"['PEOPLESEARCH PTE. LTD.', 'PeopleSearch is the top recruitment specialist in Asia. We specialize in identifying outstanding executives and placing them in mid- to senior level positions across all industry sectors and functional roles, including accounting, finance, banking, engineering, technology, healthcare & life sciences, sales & marketing and HR. For every assignment, PeopleSearch assembles the best team of experienced and dedicated consultants to bring both sector and functional expertise to the search. Working closely with business leaders and HR professionals in global companies, PeopleSearch has proven its ability to place key positions across a diverse range of industries.', 'Our mission is to accelerate corporate performance by understanding your business challenges and delivering precise human capital solutions. We nurture long-term relationships with our clients and candidates, to better understand your vision and stay focused on what really matters to you. By building teams alongside our clients, we have amassed a wealth of experience which we will use to add value to your business and actualize your business growth and expansion plans.', 'At PeopleSearch, we embrace the vibrancy and diversity of different nationalities and cultures, employing more than 300 full-time consultants across our regional offices in Singapore, Taiwan, Japan, Malaysia, Hong Kong and Shanghai. These strategic locations across Asia allow us to tap on local and regional networks to meet your human capital needs with speed and specificity.', ""Our consultants are grouped by industry specialization and functional practices according to their experience and expertise. This allows us to be empowered with industry-specific knowledge, an extensive network, and an excellent understanding of the requirements of the positions we recruit for. Therefore, PeopleSearch's consultants are well-equipped to deliver customized recruitment solutions that will find the right talent to meet your needs and accelerate your corporate performance."", 'PEOPLESEARCH PTE. LTD.', 'PeopleSearch is the top recruitment specialist in Asia. We specialize in identifying outstanding executives and placing them in mid- to senior level positions across all industry sectors and functional roles, including accounting, finance, banking, engineering, technology, healthcare & life sciences, sales & marketing and HR. For every assignment, PeopleSearch assembles the best team of experienced and dedicated consultants to bring both sector and functional expertise to the search. Working closely with business leaders and HR professionals in global companies, PeopleSearch has proven its ability to place key positions across a diverse range of industries.', 'Our mission is to accelerate corporate performance by understanding your business challenges and delivering precise human capital solutions. We nurture long-term relationships with our clients and candidates, to better understand your vision and stay focused on what really matters to you. By building teams alongside our clients, we have amassed a wealth of experience which we will use to add value to your business and actualize your business growth and expansion plans.', 'At PeopleSearch, we embrace the vibrancy and diversity of different nationalities and cultures, employing more than 300 full-time consultants across our regional offices in Singapore, Taiwan, Japan, Malaysia, Hong Kong and Shanghai. These strategic locations across Asia allow us to tap on local and regional networks to meet your human capital needs with speed and specificity.', ""Our consultants are grouped by industry specialization and functional practices according to their experience and expertise. This allows us to be empowered with industry-specific knowledge, an extensive network, and an excellent understanding of the requirements of the positions we recruit for. Therefore, PeopleSearch's consultants are well-equipped to deliver customized recruitment solutions that will find the right talent to meet your needs and accelerate your corporate performance.""]","['NGEE ANN CITY TOWER A, 391A ORCHARD ROAD 238873']",['Payroll Executive'],"['Permanent, Full Time']","['Fresh/entry level, Non-executive, Junior Executive']","['Admin / Secretarial, Human Resources ']",[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']",['  ']
